Finalidad,Finalidad_imagen,Cod. y Desc. Funcion,Cod. y Desc. Funcion_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,7 - Control de la Gestión Pública,paraque/control_de_la_gestion_publica.svg,11,"947,32072921","1114,245","1306,774","1129,57818179","1126,93719992","1019,93024442",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,1,"489,93576786","698,031697","698,031697","119,01352535","35,93268146","21,34057471",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,2,"489,93576786","698,031697","698,031697","132,62601859","74,35263061","58,56417542",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,3,"489,93576786","698,031697","698,967097","367,66406072","111,22916289","97,90663018",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,4,"489,93576786","698,031697","698,967097","371,55873247","146,45015845","133,60093397",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,5,"489,93576786","698,031697","698,967097","374,21334361","184,33092334","172,43692702",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,6,"489,93576786","698,031697","698,967097","480,58030888","242,7703887","210,56060011",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,7,"489,93576786","698,031697","698,967097","484,87825783","285,59190987","272,76304581",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,8,"489,93576786","698,031697","732,667097","519,04282567","360,3050199","336,25527241",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,9,"489,93576786","698,031697","733,167097","552,68638607","434,41416442","418,00698223",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,10,"489,93576786","698,031697","733,167097","565,29593097","482,63406349","466,60096533",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
1 - ADMINISTRACION GUBERNAMENTAL,paraque/administracion_gubernamental.svg,8 - Información y Estadística Básicas,paraque/informacion_y_estadistica_basicas.svg,11,"489,93576786","698,031697","740,667097","616,33269444","558,54810239","540,6797902",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,1,"22419,57106843","25266,551917","25266,551917","1770,98739626","1427,04596485","1110,56883021",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,2,"22419,57106843","25266,551917","25266,551917","3467,95911318","3006,8482465","2560,89009535",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,3,"22419,57106843","25266,551917","25266,551917","15025,66821409","5369,43698482","4231,13568355",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,4,"22419,57106843","25266,551917","25266,551917","15511,06499992","6883,93532139","5952,31287665",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,5,"22419,57106843","25266,551917","25266,551917","16159,32210352","8514,27176565","7833,8182418",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,6,"22419,57106843","25266,551917","25266,551917","17789,09585022","11675,68234185","9949,98623071",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,7,"22419,57106843","25266,551917","25266,551917","18377,85758512","13434,1615823","12688,54686812",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,8,"22419,57106843","25266,551917","25266,551917","19205,57951987","15530,89843278","14887,50723522",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,9,"22419,57106843","25266,551917","25266,551917","20783,92787892","18582,19653979","17123,19750376",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,10,"22419,57106843","25266,551917","25744,662936","21948,53500933","20669,18612428","19768,08314397",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,1 - Defensa,paraque/defensa.svg,11,"22419,57106843","25266,551917","28005,685131","23437,82447356","22635,28771008","21945,42495713",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,1,"32416,95480312","36600,954725","36600,954725","3302,03078363","2478,59709124","1923,75536152",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,2,"32416,95480312","36600,954725","36600,954725","7314,25568843","5381,70904828","4712,28987588",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,3,"32416,95480312","36600,954725","36600,954725","15887,67628664","8400,55927095","7540,50689044",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,4,"32416,95480312","36600,954725","36600,954725","18410,73773619","11263,08235903","10066,37532718",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,5,"32416,95480312","36600,954725","36600,954725","19773,35290315","14252,68149767","13569,53617784",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,6,"32416,95480312","36600,954725","36600,954725","23288,71099345","19135,67215292","17074,67433025",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,7,"32416,95480312","36600,954725","36613,113792","25382,26546519","22527,00232554","21719,50760977",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,8,"32416,95480312","36600,954725","36617,307792","29386,51688062","25999,66031208","25131,27123716",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,9,"32416,95480312","36600,954725","36730,359581","32186,82448781","29805,53896246","28732,54720034",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,10,"32416,95480312","36600,954725","37294,940581","34333,00103585","32830,07560232","32076,56266146",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,2 - Seguridad Interior,paraque/seguridad_interior.svg,11,"32416,95480312","36600,954725","43820,747154","37779,2387193","36438,85357819","35616,7082416",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,1,"4006,75228112","4701,84744","4701,84744","323,03887087","281,18844268","211,55485486",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,2,"4006,75228112","4701,84744","4701,84744","731,28849295","659,4849177","552,74334447",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,3,"4006,75228112","4701,84744","4701,84744","2471,93158899","1085,62920531","966,8356488",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,4,"4006,75228112","4701,84744","4981,84744","2590,0868364","1457,69810281","1390,37987704",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,5,"4006,75228112","4701,84744","4981,84744","2686,18701111","1841,16013243","1730,66002885",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,6,"4006,75228112","4701,84744","4981,84744","2839,77994301","2479,42927365","2126,79228351",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,7,"4006,75228112","4701,84744","4981,84744","3025,40825377","2938,24743933","2784,40084922",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,8,"4006,75228112","4701,84744","4981,84744","3526,02161469","3407,63697073","3268,76424334",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,9,"4006,75228112","4701,84744","5218,249656","4292,0282498","3943,21835285","3769,20972022",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,10,"4006,75228112","4701,84744","5620,378629","4729,99648096","4454,26690969","4286,54049032",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,3 - Sistema Penal,paraque/sistema_penal.svg,11,"4006,75228112","4701,84744","6719,059897","5201,02172671","4978,9185458","4806,9161182",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,1,"1270,50144035","1565,444917","2410,525153","209,13445167","184,28541026","174,32631163",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,2,"1270,50144035","1565,444917","2410,525153","396,90623034","386,19180083","360,70466081",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,3,"1270,50144035","1565,444917","2410,525153","1151,14618616","576,28768439","548,44703168",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,4,"1270,50144035","1565,444917","2410,525153","1272,86583258","766,90741114","740,06293639",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,5,"1270,50144035","1565,444917","2410,525153","1398,36169103","983,63190424","972,44538988",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,6,"1270,50144035","1565,444917","2410,525153","1581,92856111","1295,71132773","1193,65313503",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,7,"1270,50144035","1565,444917","2398,366086","1736,45204973","1545,83492673","1531,9035774",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,8,"1270,50144035","1565,444917","2394,172086","1967,84464354","1820,92629392","1772,86787728",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,9,"1270,50144035","1565,444917","2865,820297","2221,74029386","2130,80281126","2089,87948145",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,10,"1270,50144035","1565,444917","2865,820297","2475,42650843","2445,79693642","2358,8201478",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
2 - SERVICIOS DE DEFENSA Y SEGURIDAD,paraque/servicios_de_defensa_y_seguridad.svg,4 - Inteligencia,paraque/inteligencia.svg,11,"1270,50144035","1565,444917","3045,942702","2644,0664412","2632,83789521","2625,0529959",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,1,"39352,46832125","41158,547311","41158,547311","5187,0316004","2336,84389726","1349,37786015",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,2,"39352,46832125","41158,547311","41196,547311","8207,52899008","5632,71314723","4662,33934124",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,3,"39352,46832125","41158,547311","41192,547311","14459,5767576","9614,63614467","8035,37861176",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,4,"39352,46832125","41158,547311","41192,547311","18785,38073478","13014,46595054","11763,92209954",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,5,"39352,46832125","41158,547311","41157,547311","22214,17216804","16599,08617697","15280,02008627",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,6,"39352,46832125","41158,547311","43745,626879","28177,78225556","23442,43507261","20163,90149119",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,7,"39352,46832125","41158,547311","43745,626879","31863,60648497","27354,30448761","25268,81457501",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,8,"39352,46832125","41158,547311","43730,848879","35455,59157055","31256,47123395","29979,15100359",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,9,"39352,46832125","41158,547311","46531,333883","40231,70485","37074,07083489","34938,54109642",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,10,"39352,46832125","41158,547311","49808,761186","44537,1717863","41632,24210461","39694,85207125",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,1 - Salud,paraque/salud.svg,11,"39352,46832125","41158,547311","57068,182395","48128,47024677","45593,72722289","43340,32373654",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,1,"19256,77614179","18525,530994","18525,530994","911,27163235","850,84420517","502,39376864",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,2,"19256,77614179","18525,530994","18525,530994","2401,68827609","2332,93836891","1844,97476217",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,3,"19256,77614179","18525,530994","18453,530994","5122,65819605","4049,86566591","3160,38447839",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,4,"19256,77614179","18525,530994","18413,530994","6652,67973355","5648,33292231","4904,76747852",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,5,"19256,77614179","18525,530994","18443,538484","8122,72546642","7228,14500264","6757,95300928",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,6,"19256,77614179","18525,530994","18500,538484","10319,21727474","9699,33215411","8464,3915234",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,7,"19256,77614179","18525,530994","18520,538484","12091,48992819","11456,16117767","10619,33835515",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,8,"19256,77614179","18525,530994","18483,992484","14033,05869915","13560,4763883","12761,1980303",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,9,"19256,77614179","18525,530994","18735,332484","15635,07301577","15305,23660252","14536,48652988",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,10,"19256,77614179","18525,530994","20666,205724","17175,29205738","16964,79462553","15965,2171126",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
3 - SERVICIOS SOCIALES,paraque/servicios_sociales.svg,2 - Promoción y Asistencia Social,paraque/promocion_y_asistencia_social.svg,11,"19256,77614179","18525,530994","22854,653042","19274,1438903","19222,61204755","18518,43749937",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
